id,month,day,hour,temperature,windspeed,humidity,visibility,holiday,workingday,season,count
1,1,1,5,-4.7,0.2,83,954,1,0,4,48
2,1,1,6,-4.9,1.2,83,931,1,0,4,51
3,1,1,7,-4.8,1.1,86,859,1,0,4,48
4,1,1,8,-4.9,0.7,85,883,1,0,4,94
5,1,1,9,-3.6,0.6,83,908,1,0,4,95
6,1,1,10,-2,0.7,81,945,1,0,4,136
7,1,1,11,1.2,0.5,69,860,1,0,4,188
8,1,1,12,4.3,1.9,48,1039,1,0,4,272
9,1,1,13,5.3,3.7,29,2075,1,0,4,283
10,1,1,14,6.2,2.7,29,2136,1,0,4,330
11,1,1,15,5.9,3.8,18,4442,1,0,4,365
12,1,1,16,5.4,3.2,23,4926,1,0,4,396
13,1,1,17,2.7,3.4,27,5000,1,0,4,369
14,1,1,18,1,1.8,29,4998,1,0,4,274
15,1,1,19,0.2,2.9,34,4602,1,0,4,190
16,1,1,20,-0.5,3.2,38,4123,1,0,4,187
17,1,1,21,-1.7,2.7,43,4047,1,0,4,187
18,1,1,22,-2.2,2.1,45,3941,1,0,4,144
19,1,1,23,-2.5,2.4,46,4080,1,0,4,79
20,1,2,5,-5.3,0.4,42,5000,0,1,4,35
21,1,2,6,-6.2,2.1,39,5000,0,1,4,45
22,1,2,7,-6.2,0,37,5000,0,1,4,130
23,1,2,8,-6.3,0.4,41,3579,0,1,4,250
24,1,2,9,-4.2,0.4,40,4833,0,1,4,165
25,1,2,10,-1.5,0.3,33,4973,0,1,4,122
26,1,2,11,-1,2.2,29,4948,0,1,4,181
27,1,2,12,0.2,2.4,26,5000,0,1,4,240
28,1,2,13,1.3,2.9,22,5000,0,1,4,250
29,1,2,14,1.8,2.8,23,5000,0,1,4,320
30,1,2,15,2.1,2.8,26,5000,0,1,4,274
31,1,2,16,1.9,2.4,27,5000,0,1,4,358
32,1,2,17,-0.2,2.9,29,5000,0,1,4,456
33,1,2,18,-1.8,3.3,34,5000,0,1,4,477
34,1,2,19,-2.9,1.6,42,5000,0,1,4,314
35,1,2,20,-3.8,1.9,49,4909,0,1,4,264
36,1,2,21,-4,0.9,51,4825,0,1,4,222
37,1,2,22,-4.3,0.9,52,4773,0,1,4,183
38,1,2,23,-4.8,0.8,55,4598,0,1,4,150
39,1,3,5,-8.2,1.1,75,2998,0,1,4,50
40,1,3,6,-8.6,0.8,78,2837,0,1,4,48
41,1,3,7,-8.6,1.3,79,2586,0,1,4,134
42,1,3,8,-8.9,0.1,82,2312,0,1,4,281
43,1,3,9,-6,0,72,2477,0,1,4,156
44,1,3,10,-3.5,1,61,2550,0,1,4,152
45,1,3,11,-1.4,1.5,44,3618,0,1,4,198
46,1,3,12,0.3,1.2,38,4681,0,1,4,295
47,1,3,13,1.8,2.4,37,4979,0,1,4,271
48,1,3,14,3.1,2.6,33,4953,0,1,4,343
49,1,3,15,2.9,3.7,31,5000,0,1,4,404
50,1,3,16,2.9,2.2,34,4857,0,1,4,414
51,1,3,17,0.8,2.3,36,4960,0,1,4,449
52,1,3,18,-1,3.3,41,4851,0,1,4,493
53,1,3,19,-2.5,1.9,50,4219,0,1,4,330
54,1,3,20,-3.2,1.3,57,3655,0,1,4,281
55,1,3,21,-3.3,3.6,58,3679,0,1,4,226
56,1,3,22,-4.1,2.8,52,4500,0,1,4,213
57,1,3,23,-4.9,2.2,51,4780,0,1,4,187
58,1,4,5,-5.9,0.9,60,4492,0,1,4,39
59,1,4,6,-5.1,0.1,58,4277,0,1,4,50
60,1,4,7,-4.8,0,58,4403,0,1,4,174
61,1,4,8,-4.5,0.8,57,3918,0,1,4,327
62,1,4,9,-3.4,1,55,3503,0,1,4,202
63,1,4,10,-2.5,1,51,3372,0,1,4,164
64,1,4,11,0.4,0.4,44,3586,0,1,4,243
65,1,4,12,1.9,0.9,44,3664,0,1,4,326
66,1,4,13,4.9,1.9,40,4228,0,1,4,337
67,1,4,14,5,5,32,4662,0,1,4,385
68,1,4,15,4.9,4.1,33,4632,0,1,4,393
69,1,4,16,5.1,2.9,33,4464,0,1,4,483
70,1,4,17,3.1,2.6,36,4594,0,1,4,554
71,1,4,18,1.3,1.6,43,3539,0,1,4,586
72,1,4,19,0.2,1.9,50,3057,0,1,4,399
73,1,4,20,-1.1,1.9,58,2636,0,1,4,301
74,1,4,21,-1.5,0.7,60,2221,0,1,4,294
75,1,4,22,-2.3,0.2,65,2098,0,1,4,206
76,1,4,23,-2.9,1.3,68,1813,0,1,4,218
77,1,5,5,-5.6,1.3,80,1204,0,1,4,28
78,1,5,6,-5.1,0.4,80,1388,0,1,4,65
79,1,5,7,-5.5,0.7,82,1210,0,1,4,160
80,1,5,8,-5.5,0.9,82,1094,0,1,4,342
81,1,5,9,-4.7,1.5,80,1014,0,1,4,214
82,1,5,10,-2.2,1,71,1174,0,1,4,207
83,1,5,11,0.5,0.7,64,1245,0,1,4,270
84,1,5,12,2.6,1.5,48,1579,0,1,4,341
85,1,5,13,4.6,0.6,43,1445,0,1,4,325
86,1,5,14,5.1,1.3,45,938,0,1,4,420
87,1,5,15,5,2.8,49,839,0,1,4,458
88,1,5,16,3.8,2.2,50,803,0,1,4,473
89,1,5,17,2.7,1.7,54,760,0,1,4,543
90,1,5,18,1.1,1.2,58,703,0,1,4,602
91,1,5,19,0.4,0.1,61,720,0,1,4,389
92,1,5,20,-0.1,1.4,62,767,0,1,4,329
93,1,5,21,-0.7,0.3,63,758,0,1,4,309
94,1,5,22,-1.6,1.1,70,639,0,1,4,230
95,1,5,23,-1.6,0.6,70,615,0,1,4,204
96,1,6,5,-3.7,0.3,83,358,0,1,4,48
97,1,6,6,-3.7,1.5,82,365,0,1,4,69
98,1,6,7,-3.8,0.5,84,320,0,1,4,176
99,1,6,8,-4,1.2,85,323,0,1,4,300
100,1,6,9,-3.1,0.3,83,362,0,1,4,202
101,1,6,10,-1.2,1.1,75,350,0,1,4,224
102,1,6,11,1.7,0.7,67,382,0,1,4,310
103,1,6,12,3.4,1.7,58,419,0,1,4,370
104,1,6,13,5.6,2.3,54,425,0,1,4,414
105,1,6,14,6.9,3.5,48,455,0,1,4,419
106,1,6,15,7,2.4,49,400,0,1,4,493
107,1,6,16,6.4,1.3,52,390,0,1,4,533
108,1,6,17,5.6,1.5,57,360,0,1,4,600
109,1,6,18,4.4,1.9,63,325,0,1,4,603
110,1,6,19,3.6,0.5,64,317,0,1,4,408
111,1,6,20,2.1,0.4,71,286,0,1,4,279
112,1,6,21,2.1,0.3,73,277,0,1,4,131
113,1,6,22,2.3,1.8,85,176,0,1,4,112
114,1,6,23,2.5,1.5,78,290,0,1,4,62
115,1,7,5,2.4,1.4,79,181,0,1,4,40
116,1,7,6,2.9,3.1,73,146,0,1,4,30
117,1,7,7,2.9,2.5,73,148,0,1,4,72
118,1,7,8,3.2,2.8,68,220,0,1,4,125
119,1,7,9,2.8,2.8,65,383,0,1,4,180
120,1,7,10,3.8,2.4,57,496,0,1,4,215
121,1,7,11,4.6,2.5,51,617,0,1,4,315
122,1,7,12,5.8,3.5,45,904,0,1,4,325
123,1,7,13,6.3,3.5,42,1331,0,1,4,398
124,1,7,14,6.7,6,36,1771,0,1,4,396
125,1,7,15,6.8,4.7,36,1767,0,1,4,496
126,1,7,16,6,3.5,37,1552,0,1,4,531
127,1,7,17,4.1,3.2,46,1163,0,1,4,536
128,1,7,18,2.1,2.2,54,1079,0,1,4,406
129,1,7,19,1,1.9,60,973,0,1,4,354
130,1,7,20,0.4,2.5,65,827,0,1,4,317
131,1,7,21,-0.3,1.5,67,960,0,1,4,263
132,1,7,22,-0.4,0.1,69,1029,0,1,4,231
133,1,7,23,-1.3,1.1,74,866,0,1,4,197
134,1,8,5,-3.9,1.7,85,810,0,1,4,20
135,1,8,6,-4.1,0.1,86,819,0,1,4,28
136,1,8,7,-4.4,1.8,87,710,0,1,4,46
137,1,8,8,-4.4,0,88,693,0,1,4,82
138,1,8,9,-2.2,0,83,729,0,1,4,151
139,1,8,10,0,0.4,71,931,0,1,4,214
140,1,8,11,2.7,1.1,58,1085,0,1,4,253
141,1,8,12,5,1.4,40,1699,0,1,4,382
142,1,8,13,6.6,1.2,36,2040,0,1,4,463
143,1,8,14,8,0.7,32,2319,0,1,4,518
144,1,8,15,8.3,1.1,31,2523,0,1,4,607
145,1,8,16,8.3,0.4,28,3016,0,1,4,560
146,1,8,17,6.9,1.1,26,4416,0,1,4,468
147,1,8,18,4.9,1.1,44,2071,0,1,4,387
148,1,8,19,3.3,0,51,2232,0,1,4,326
149,1,8,20,2.1,0,56,2136,0,1,4,268
150,1,8,21,1.1,0,62,2118,0,1,4,241
151,1,8,22,0.4,0.3,64,2095,0,1,4,205
152,1,8,23,-0.3,0,69,2060,0,1,4,168
153,1,9,5,-0.5,0.6,74,1762,0,1,4,36
154,1,9,6,0,0.3,72,1796,0,1,4,71
155,1,9,7,0.3,0.4,73,1854,0,1,4,147
156,1,9,8,0.7,0.9,77,1768,0,1,4,335
157,1,9,9,1.3,0.7,76,1702,0,1,4,219
158,1,9,10,2.6,1.4,71,1625,0,1,4,194
159,1,9,11,3.2,0.6,69,1546,0,1,4,280
160,1,9,12,5,2.1,64,1076,0,1,4,374
161,1,9,13,7.6,2,53,1147,0,1,4,388
162,1,9,14,8,3.2,54,1167,0,1,4,423
163,1,9,15,9.3,3.5,47,1246,0,1,4,492
164,1,9,16,8.6,3,46,1157,0,1,4,511
165,1,9,17,6.3,2.9,44,1917,0,1,4,678
166,1,9,18,4,2.9,40,2294,0,1,4,663
167,1,9,19,1.9,2.6,43,2480,0,1,4,415
168,1,9,20,0.7,0.5,52,2301,0,1,4,362
169,1,9,21,-0.3,1.3,56,2174,0,1,4,329
170,1,9,22,-1,1.4,61,2116,0,1,4,282
171,1,9,23,-1.6,1.5,65,2101,0,1,4,253
172,1,10,5,-4.6,1,81,1596,0,1,4,53
173,1,10,6,-4.9,0.6,82,1476,0,1,4,83
174,1,10,7,-5.2,0.7,84,1246,0,1,4,176
175,1,10,8,-5.3,0.8,85,1165,0,1,4,387
176,1,10,9,-3.4,1.2,80,1270,0,1,4,240
177,1,10,10,-0.3,0.3,70,1213,0,1,4,221
178,1,10,11,2.3,1.1,59,1179,0,1,4,320
179,1,10,12,4.4,1.8,49,1274,0,1,4,421
180,1,10,13,6.3,1.3,43,1298,0,1,4,447
181,1,10,14,8.5,1.3,34,1635,0,1,4,438
182,1,10,15,10,1.6,28,1856,0,1,4,466
183,1,10,16,9.5,2.6,18,3493,0,1,4,552
184,1,10,17,7,1.8,22,3149,0,1,4,681
185,1,10,18,5.4,1,25,3172,0,1,4,677
186,1,10,19,3.7,0.6,35,2530,0,1,4,427
187,1,10,20,2.8,0.1,39,2325,0,1,4,387
188,1,10,21,1.8,0.9,47,2055,0,1,4,355
189,1,10,22,0.9,0.3,51,2063,0,1,4,291
190,1,10,23,-0.3,0.5,57,1833,0,1,4,258
191,1,11,5,-3.2,1,74,1225,0,1,4,41
192,1,11,6,-3.6,1.1,76,1093,0,1,4,68
193,1,11,7,-3.7,0.2,79,1000,0,1,4,195
194,1,11,8,-4,1,80,984,0,1,4,414
195,1,11,9,-1.9,0.2,74,1063,0,1,4,259
196,1,11,10,0.9,0.1,64,1026,0,1,4,255
197,1,11,11,4.2,0.9,53,1081,0,1,4,303
198,1,11,12,6,0.8,46,1117,0,1,4,449
199,1,11,13,8.4,1.9,38,1355,0,1,4,488
200,1,11,14,9.7,1.2,32,1495,0,1,4,455
201,1,11,15,10.8,1.7,25,2071,0,1,4,579
202,1,11,16,11.1,0.4,24,2176,0,1,4,582
203,1,11,17,8.3,1.7,37,1408,0,1,4,659
204,1,11,18,7.1,1.9,36,1652,0,1,4,727
205,1,11,19,5.1,1.1,43,1690,0,1,4,484
206,1,11,20,3.1,1,49,1652,0,1,4,412
207,1,11,21,2.2,0,51,1841,0,1,4,345
208,1,11,22,0.8,1.3,58,1679,0,1,4,320
209,1,11,23,0,0.8,61,1682,0,1,4,247
210,1,12,5,-2.9,0.8,74,1205,0,1,4,52
211,1,12,6,-3.2,0.4,77,1175,0,1,4,83
212,1,12,7,-3.4,1.6,79,1048,0,1,4,201
213,1,12,8,-3.3,1.1,79,1026,0,1,4,422
214,1,12,9,-0.6,0.1,70,1281,0,1,4,250
215,1,12,10,2.2,0.4,56,1324,0,1,4,248
216,1,12,11,5.1,0.6,45,1568,0,1,4,328
217,1,12,12,8,1.3,38,1489,0,1,4,441
218,1,12,13,11.5,0.5,31,1698,0,1,4,426
219,1,12,14,13.7,2.3,27,1950,0,1,4,498
220,1,12,15,14.6,1.8,22,2739,0,1,4,599
221,1,12,16,15.4,0.1,19,3677,0,1,4,637
222,1,12,17,13.1,0.8,24,3734,0,1,4,794
223,1,12,18,10.7,0,31,2993,0,1,4,819
224,1,12,19,7.8,0.5,42,2398,0,1,4,510
225,1,12,20,7.5,0.5,45,2130,0,1,4,474
226,1,12,21,7.3,1.5,47,2014,0,1,4,488
227,1,12,22,7.2,0.2,48,2172,0,1,4,236
228,1,12,23,7.3,0.9,55,1979,0,1,4,179
229,1,13,5,5.8,2.7,95,154,0,1,4,3
230,1,13,6,6.2,0.7,96,94,0,1,4,4
231,1,13,7,6.5,1.8,96,44,0,1,4,5
232,1,13,8,7.1,1.7,96,91,0,1,4,21
233,1,13,9,7.4,0.9,96,54,0,1,4,16
234,1,13,10,8.1,0.8,96,77,0,1,4,15
235,1,13,11,8.5,0.5,96,59,0,1,4,69
236,1,13,12,9.6,0.7,96,148,0,1,4,176
237,1,13,13,10.5,1.3,95,161,0,1,4,231
238,1,13,14,11.7,1.7,95,258,0,1,4,286
239,1,13,15,12.8,2.7,95,874,0,1,4,347
240,1,13,16,12.2,2.9,94,584,0,1,4,384
241,1,13,17,12.1,2.4,93,932,0,1,4,531
242,1,13,18,11.7,2.8,92,1369,0,1,4,583
243,1,13,19,11.1,2.9,93,751,0,1,4,396
244,1,13,20,10.9,2.7,93,603,0,1,4,394
245,1,13,21,10.2,3.2,94,419,0,1,4,365
246,1,13,22,9.8,2.8,94,453,0,1,4,315
247,1,13,23,9.5,0.9,94,541,0,1,4,267
248,1,14,5,7.6,0,95,111,0,1,4,41
249,1,14,6,7.6,0.2,95,158,0,1,4,38
250,1,14,7,7.7,1,96,288,0,1,4,59
251,1,14,8,7.6,0.5,96,352,0,1,4,78
252,1,14,9,7.8,0,96,191,0,1,4,104
253,1,14,10,8,0.3,95,222,0,1,4,105
254,1,14,11,8.1,0.9,96,227,0,1,4,215
255,1,14,12,8.3,0.8,95,404,0,1,4,212
256,1,14,13,8.2,0.3,95,75,0,1,4,59
257,1,14,14,7.6,2.2,94,172,0,1,4,99
258,1,14,15,7.5,0.6,93,404,0,1,4,179
259,1,14,16,7.2,1.9,93,422,0,1,4,136
260,1,14,17,7.2,1.1,95,139,0,1,4,73
261,1,14,18,6.9,0.5,95,215,0,1,4,46
262,1,14,19,7,3.3,95,567,0,1,4,100
263,1,14,20,6.9,2.1,92,3834,0,1,4,152
264,1,14,21,6.7,2.3,89,479,0,1,4,72
265,1,14,22,5.9,3.4,92,657,0,1,4,91
266,1,14,23,5.8,1.9,92,1297,0,1,4,145
267,1,15,5,3.8,2,91,2101,0,1,4,18
268,1,15,6,3.4,3.4,92,2188,0,1,4,24
269,1,15,7,2.8,2.3,91,1511,0,1,4,40
270,1,15,8,2.5,2.3,91,4802,0,1,4,59
271,1,15,9,2.1,2.4,89,4965,0,1,4,48
272,1,15,10,1.5,2.7,91,1354,0,1,4,58
273,1,15,11,1.2,0.9,89,3737,0,1,4,99
274,1,15,12,0.8,1,89,2538,0,1,4,155
275,1,15,13,0.2,3.7,88,1737,0,1,4,180
276,1,15,14,0.3,3.2,84,2370,0,1,4,225
277,1,15,15,0,2.6,84,2341,0,1,4,312
278,1,15,16,-0.2,2.6,75,3323,0,1,4,346
279,1,15,17,-0.6,2.4,73,3937,0,1,4,346
280,1,15,18,-1.1,2.5,70,3887,0,1,4,289
281,1,15,19,-1.5,2.3,64,4330,0,1,4,274
282,1,15,20,-2.2,2.6,63,4180,0,1,4,282
283,1,15,21,-2.9,2.6,66,3817,0,1,4,259
284,1,15,22,-2.9,1.4,64,3998,0,1,4,186
285,1,15,23,-2.9,2.9,63,3830,0,1,4,205
286,1,16,5,-3.5,1.5,71,2680,0,1,4,52
287,1,16,6,-3.7,2.2,71,2436,0,1,4,84
288,1,16,7,-4.4,2,63,4169,0,1,4,201
289,1,16,8,-5.1,1.8,66,4023,0,1,4,356
290,1,16,9,-3.9,1.5,61,3611,0,1,4,229
291,1,16,10,-3.7,3.3,58,3490,0,1,4,247
292,1,16,11,-2.3,1.4,51,4210,0,1,4,273
293,1,16,12,-1.3,1.7,41,4806,0,1,4,387
294,1,16,13,-0.2,2.6,38,4877,0,1,4,343
295,1,16,14,0.9,1.8,36,4916,0,1,4,405
296,1,16,15,0.9,3.1,36,4977,0,1,4,451
297,1,16,16,0.7,2.5,38,4960,0,1,4,450
298,1,16,17,-0.9,2.5,41,5000,0,1,4,593
299,1,16,18,-2.1,2.9,54,4864,0,1,4,602
300,1,16,19,-3.2,2.7,56,4019,0,1,4,399
301,1,16,20,-4,2.6,60,3849,0,1,4,309
302,1,16,21,-4.6,2.5,65,3618,0,1,4,281
303,1,16,22,-5.3,1.8,67,3289,0,1,4,268
304,1,16,23,-6.1,1.1,71,3501,0,1,4,214
305,1,17,5,-5.7,1.2,70,2896,0,1,4,43
306,1,17,6,-5.9,0.8,72,2986,0,1,4,69
307,1,17,7,-6,0.3,73,2981,0,1,4,175
308,1,17,8,-5.6,0.7,64,3343,0,1,4,361
309,1,17,9,-4.6,1.3,56,3335,0,1,4,270
310,1,17,10,-3.8,0.6,52,3246,0,1,4,215
311,1,17,11,-1.8,1.2,38,4496,0,1,4,286
312,1,17,12,-0.5,1.6,37,4580,0,1,4,357
313,1,17,13,1.8,1.4,33,4411,0,1,4,393
314,1,17,14,1.9,2,31,4830,0,1,4,401
315,1,17,15,2.7,3.4,34,4840,0,1,4,512
316,1,17,16,2.3,2.1,38,4753,0,1,4,503
317,1,17,17,0.8,1.8,43,4522,0,1,4,618
318,1,17,18,0.2,0.7,44,4282,0,1,4,722
319,1,17,19,-1.2,1.4,51,3973,0,1,4,464
320,1,17,20,-1,1.4,55,3923,0,1,4,370
321,1,17,21,-1.7,1,61,3895,0,1,4,376
322,1,17,22,-2.1,0,63,3526,0,1,4,303
323,1,17,23,-2.3,0.8,67,3398,0,1,4,257
324,1,18,5,-1.7,0.7,73,2727,0,1,4,36
325,1,18,6,-1.9,0.3,80,1534,0,1,4,59
326,1,18,7,-2.2,1.1,82,1896,0,1,4,180
327,1,18,8,-2.8,0.3,85,1658,0,1,4,356
328,1,18,9,-1.6,1.2,81,1664,0,1,4,221
329,1,18,10,0,0.1,74,1590,0,1,4,249
330,1,18,11,1.6,0.6,56,1439,0,1,4,308
331,1,18,12,2.1,3.1,43,2188,0,1,4,405
332,1,18,13,3.9,3.1,43,2317,0,1,4,415
333,1,18,14,2.9,3.1,45,2258,0,1,4,394
334,1,18,15,2.7,3.5,50,1917,0,1,4,470
335,1,18,16,3.1,2.3,46,2321,0,1,4,543
336,1,18,17,1.9,2.5,46,2226,0,1,4,663
337,1,18,18,0.2,1.8,52,2060,0,1,4,731
338,1,18,19,-0.8,2.3,48,2464,0,1,4,435
339,1,18,20,-2.1,1.4,49,2891,0,1,4,368
340,1,18,21,-2.2,0.6,55,2486,0,1,4,354
341,1,18,22,-2.5,0.3,54,2706,0,1,4,292
342,1,18,23,-3,0.4,56,2910,0,1,4,267
343,1,19,5,-4.1,0,67,2606,0,1,4,60
344,1,19,6,-4.1,1,69,2369,0,1,4,70
345,1,19,7,-4.9,1.7,73,2238,0,1,4,185
346,1,19,8,-4.9,0.9,75,2015,0,1,4,407
347,1,19,9,-3.3,0.9,67,2091,0,1,4,260
348,1,19,10,-0.7,1.1,63,1347,0,1,4,249
349,1,19,11,1.5,1.6,50,1466,0,1,4,354
350,1,19,12,4,3,44,2966,0,1,4,395
351,1,19,13,4.5,2.3,43,3063,0,1,4,430
352,1,19,14,5.6,2.5,42,3093,0,1,4,447
353,1,19,15,5.2,3.4,41,3146,0,1,4,559
354,1,19,16,5.2,2.8,42,3079,0,1,4,580
355,1,19,17,4.1,2,45,3000,0,1,4,725
356,1,19,18,3.1,1.9,49,2885,0,1,4,754
357,1,19,19,2.8,2.1,50,2775,0,1,4,462
358,1,19,20,2.5,1.6,50,2658,0,1,4,370
359,1,19,21,2,1.1,53,2658,0,1,4,394
360,1,19,22,1.7,1.8,56,2522,0,1,4,357
361,1,19,23,2.2,0.6,56,2473,0,1,4,326
362,1,20,5,1.9,2.2,60,1063,0,1,4,56
363,1,20,6,2,2.8,53,1283,0,1,4,76
364,1,20,7,2,4.3,47,1377,0,1,4,189
365,1,20,8,1.3,4.5,44,1716,0,1,4,372
366,1,20,9,0.9,4.9,51,1711,0,1,4,218
367,1,20,10,1,5.4,48,2375,0,1,4,236
368,1,20,11,-0.3,5.7,48,2820,0,1,4,306
369,1,20,12,0.7,5.6,28,4982,0,1,4,343
370,1,20,13,0.8,4.8,26,5000,0,1,4,373
371,1,20,14,0.2,5.7,20,5000,0,1,4,429
372,1,20,15,0.5,5.5,21,5000,0,1,4,453
373,1,20,16,-0.2,4.1,25,4508,0,1,4,517
374,1,20,17,-1.9,3.5,29,5000,0,1,4,554
375,1,20,18,-2.9,3.9,30,5000,0,1,4,499
376,1,20,19,-3.7,2.7,32,5000,0,1,4,321
377,1,20,20,-4.3,0.5,32,5000,0,1,4,282
378,1,20,21,-5.2,0.5,37,5000,0,1,4,241
379,1,20,22,-5.5,0,40,5000,0,1,4,235
380,1,20,23,-6,0,47,5000,0,1,4,204
381,1,21,5,-8,0.7,68,4341,1,0,4,31
382,1,21,6,-8.1,1,73,3345,1,0,4,29
383,1,21,7,-8.4,0.2,71,3976,1,0,4,34
384,1,21,8,-8.7,1.2,73,3613,1,0,4,73
385,1,21,9,-5.9,0.3,61,3586,1,0,4,97
386,1,21,10,-3.6,1.3,55,3555,1,0,4,151
387,1,21,11,-2.4,1.1,44,4661,1,0,4,160
388,1,21,12,-0.3,2.5,34,4883,1,0,4,191
389,1,21,13,0.9,2.5,28,5000,1,0,4,249
390,1,21,14,2.3,2.8,26,5000,1,0,4,303
391,1,21,15,2.2,2.8,31,5000,1,0,4,334
392,1,21,16,1.3,2.8,34,4938,1,0,4,292
393,1,21,17,0.1,2.4,37,4985,1,0,4,332
394,1,21,18,-0.9,1.3,40,5000,1,0,4,260
395,1,21,19,-1.6,1.4,42,4967,1,0,4,196
396,1,21,20,-2,2.3,45,4991,1,0,4,187
397,1,21,21,-3.1,1.2,52,4586,1,0,4,150
398,1,21,22,-2.9,1.9,53,4562,1,0,4,175
399,1,21,23,-3,1,54,4607,1,0,4,127
400,1,22,5,-3.5,1.4,59,3423,1,0,4,27
401,1,22,6,-3.5,0,60,3884,1,0,4,24
402,1,22,7,-3.1,0,55,4056,1,0,4,47
403,1,22,8,-3.2,1.4,60,4004,1,0,4,64
404,1,22,9,-2.3,0.1,57,3902,1,0,4,55
405,1,22,10,-1.3,1.9,51,3866,1,0,4,109
406,1,22,11,0.6,1.5,41,4720,1,0,4,112
407,1,22,12,1.5,1.1,40,4571,1,0,4,151
408,1,22,13,2.8,0.7,43,4456,1,0,4,177
409,1,22,14,3.6,1.5,48,4615,1,0,4,211
410,1,22,15,3.7,1.1,53,4033,1,0,4,222
411,1,22,16,3.8,1.7,48,4178,1,0,4,235
412,1,22,17,3.6,0.2,51,3866,1,0,4,237
413,1,22,18,2.4,1.7,56,3966,1,0,4,219
414,1,22,19,1.3,0.5,61,3998,1,0,4,204
415,1,22,20,0.2,1.6,63,3969,1,0,4,168
416,1,22,21,-0.5,0.4,65,3680,1,0,4,195
417,1,22,22,-0.9,0.4,67,3337,1,0,4,137
418,1,22,23,-1.3,0.9,69,2859,1,0,4,153
419,1,23,5,-2.8,0,79,2055,1,0,4,11
420,1,23,6,-3.4,2.3,81,1819,1,0,4,23
421,1,23,7,-3.5,1,84,1820,1,0,4,37
422,1,23,8,-3.2,2,86,1339,1,0,4,59
423,1,23,9,-2,1,77,1708,1,0,4,91
424,1,23,10,1.2,0.2,68,1708,1,0,4,147
425,1,23,11,3.1,1.1,60,1866,1,0,4,208
426,1,23,12,5.4,0.5,51,2417,1,0,4,268
427,1,23,13,6.8,0.9,48,2245,1,0,4,356
428,1,23,14,7.8,2.1,38,2659,1,0,4,430
429,1,23,15,7.3,2.5,40,2473,1,0,4,462
430,1,23,16,5.2,5,53,1620,1,0,4,436
431,1,23,17,3.6,4,57,1284,1,0,4,411
432,1,23,18,2.2,4.5,62,1221,1,0,4,304
433,1,23,19,1.1,2.9,65,988,1,0,4,225
434,1,23,20,0.4,2.8,59,975,1,0,4,223
435,1,23,21,0.1,2.5,60,817,1,0,4,231
436,1,23,22,-0.8,3.1,57,1074,1,0,4,177
437,1,23,23,-1.7,3.5,57,1198,1,0,4,190
438,1,24,5,-8.7,5.7,58,2311,0,1,4,10
439,1,24,6,-10.6,5.1,72,170,0,1,4,11
440,1,24,7,-11.4,2.5,51,3994,0,1,4,24
441,1,24,8,-11.7,4.4,49,4237,0,1,4,47
442,1,24,9,-11.2,4.2,42,4539,0,1,4,66
443,1,24,10,-11.3,5.3,42,3621,0,1,4,73
444,1,24,11,-12.5,4.6,70,164,0,1,4,95
445,1,24,12,-11,4.5,40,4276,0,1,4,91
446,1,24,13,-11.1,5.3,38,4624,0,1,4,130
447,1,24,14,-9.3,4.3,35,4979,0,1,4,154
448,1,24,15,-9.3,5.8,34,4981,0,1,4,161
449,1,24,16,-10.3,3.7,36,4967,0,1,4,194
450,1,24,17,-11.5,5,40,4891,0,1,4,197
451,1,24,18,-11.9,3,46,4819,0,1,4,170
452,1,24,19,-11.9,2.8,56,3915,0,1,4,114
453,1,24,20,-12.3,3.2,55,4130,0,1,4,111
454,1,24,21,-12.7,2.6,54,4708,0,1,4,82
455,1,24,22,-12.8,3.2,55,4248,0,1,4,93
456,1,24,23,-13.1,2.8,68,1006,0,1,4,60
457,1,25,5,-17.5,1.8,60,3320,0,1,4,26
458,1,25,6,-17.5,1.1,60,3288,0,1,4,29
459,1,25,7,-17.7,0.3,59,3333,0,1,4,60
460,1,25,8,-16.9,0.9,55,3189,0,1,4,182
461,1,25,9,-15,1.1,46,3488,0,1,4,127
462,1,25,10,-12.5,1,42,3935,0,1,4,133
463,1,25,11,-11,1.4,37,4587,0,1,4,155
464,1,25,12,-8.7,1.8,30,4878,0,1,4,193
465,1,25,13,-7.4,1.8,21,5000,0,1,4,256
466,1,25,14,-7.2,1.3,19,5000,0,1,4,247
467,1,25,15,-5.6,1.2,20,5000,0,1,4,317
468,1,25,16,-5.2,2.7,22,5000,0,1,4,323
469,1,25,17,-6.4,0,24,5000,0,1,4,377
470,1,25,18,-7.6,1.3,28,5000,0,1,4,451
471,1,25,19,-8.1,1.3,34,4848,0,1,4,252
472,1,25,20,-8.6,0.9,37,4946,0,1,4,220
473,1,25,21,-9.3,0,43,4695,0,1,4,215
474,1,25,22,-10.2,1.1,48,4715,0,1,4,171
475,1,25,23,-10.6,2.2,54,4201,0,1,4,158
476,1,26,5,-9.9,0.9,56,4234,0,1,4,41
477,1,26,6,-9.1,0.2,54,4607,0,1,4,59
478,1,26,7,-8.6,1.1,52,4678,0,1,4,128
479,1,26,8,-8.1,0.9,54,4342,0,1,4,295
480,1,26,9,-6,0.1,56,3753,0,1,4,195
481,1,26,10,-4.4,1.3,56,3206,0,1,4,188
482,1,26,11,-3.3,0.4,63,2383,0,1,4,205
483,1,26,12,-3.3,1.5,65,2002,0,1,4,146
